p_I1,p_I2,ph1,ph2,method,n,bias,var,se,z,sig
1.0,0.2,0.2,0.8,GMM estimator,300,-0.0047443407884022164,0.017617388856784974,0.007663199692205377,-0.6191070282597388,False
1.0,0.2,0.2,0.8,Simple g-estimator,300,0.0007076105942766306,0.016299610302221382,0.007371026681591781,0.09599891912530988,False
1.0,0.2,0.2,0.8,Three-step estimator,300,-0.0001099634472974768,0.015726581217786507,0.007240299537493024,-0.015187693095851112,False
1.0,0.2,0.5,0.2,GMM estimator,300,-0.01001176225157894,0.04291287460191452,0.01196005498899211,-0.8371000184191164,False
1.0,0.2,0.5,0.2,Simple g-estimator,300,0.010569238858594605,0.04173775689652488,0.011795162411842815,0.8960655639622789,False
1.0,0.2,0.5,0.2,Three-step estimator,300,0.009637798609290954,0.04285303269992333,0.011951712945560472,0.806394753052613,False
1.0,0.2,0.5,0.5,GMM estimator,300,-0.00835946761693872,0.01552629519219656,0.007194047352313012,-1.1619978584448716,False
1.0,0.2,0.5,0.5,Simple g-estimator,300,-0.002446103702720744,0.017230849753356526,0.007578665175644175,-0.322761811747783,False
1.0,0.2,0.5,0.5,Three-step estimator,300,-0.0019799381782656,0.017673111511349687,0.007675309225334114,-0.25796200780163503,False
1.0,0.2,0.5,0.8,GMM estimator,300,-0.008490800871903561,0.0077036511214496305,0.005067429039611583,-1.675563842242649,False
1.0,0.2,0.5,0.8,Simple g-estimator,300,-0.006476895727090683,0.008598543008371685,0.005353672573841775,-1.2098042302282388,False
1.0,0.2,0.5,0.8,Three-step estimator,300,-0.006635365596346631,0.00846992865446762,0.005313482428209589,-1.2487790608131284,False
1.0,0.2,0.8,0.2,GMM estimator,300,-0.026475413859528462,0.06705308194824068,0.014950259969672844,-1.7708998982783457,False
1.0,0.2,0.8,0.2,Simple g-estimator,300,0.0017191849338551765,0.06851502300095363,0.01511235951144555,0.11376019294360544,False
1.0,0.2,0.8,0.2,Three-step estimator,300,-0.0031426743112060304,0.07183075324762934,0.015473714620567503,-0.20309760056120071,False
1.0,0.2,0.8,0.5,GMM estimator,300,-0.010475497299578286,0.02340613144290405,0.008832917872538695,-1.1859611343321017,False
1.0,0.2,0.8,0.5,Simple g-estimator,300,0.0007075946076566088,0.02324808853742993,0.0088030465441289,0.08038065050656033,False
1.0,0.2,0.8,0.5,Three-step estimator,300,-0.0023869546521669708,0.023616256083189787,0.00887247730967133,-0.2690291075261586,False
1.0,0.2,0.8,0.8,GMM estimator,300,-0.007692510553386225,0.01806518987518035,0.007759980643270607,-0.9913053791000251,False
1.0,0.2,0.8,0.8,Simple g-estimator,300,-0.002117190860920834,0.017509585476837914,0.0076397175944398,-0.2771294664689869,False
1.0,0.2,0.8,0.8,Three-step estimator,300,-0.0013109375563047007,0.017876115643415177,0.007719265000290977,-0.16982673301865983,False
1.0,1.0,0.2,0.2,GMM estimator,300,-0.008194539607684004,0.05596795348193762,0.013658691186925346,-0.5999505732678216,False
1.0,1.0,0.2,0.2,Simple g-estimator,300,0.006522686405598602,0.06427704143602044,0.014637513613545669,0.44561436988604797,False
1.0,1.0,0.2,0.2,Three-step estimator,300,0.014383617039495403,0.0785185719361331,0.01617802747928324,0.8890834842451797,False
1.0,1.0,0.2,0.5,GMM estimator,300,-0.004273926758085214,0.027477504542946236,0.009570354319972735,-0.4465797832757137,False
1.0,1.0,0.2,0.5,Simple g-estimator,300,0.0023055676755434204,0.028039398619067145,0.009667712349028447,0.23848120344365825,False
1.0,1.0,0.2,0.5,Three-step estimator,300,0.004166724409745151,0.026800751660976382,0.00945176379676943,0.44084093713485717,False
1.0,1.0,0.2,0.8,GMM estimator,300,-0.002131813102364232,0.012737721671546845,0.006516062633100566,-0.32716277028016255,False
1.0,1.0,0.2,0.8,Simple g-estimator,300,0.001778982187002609,0.014354431010358592,0.006917232348841693,0.2571812102423455,False
1.0,1.0,0.2,0.8,Three-step estimator,300,-0.00012619405340918413,0.015757458318721083,0.007247403746335898,-0.017412311749981448,False
1.0,1.0,0.5,0.2,GMM estimator,300,-0.00671986135825479,0.039154094947156735,0.011424257079734148,-0.588209921341438,False
1.0,1.0,0.5,0.2,Simple g-estimator,300,0.009249572202964603,0.040916683583197236,0.01167856777508801,0.7920125464952313,False
1.0,1.0,0.5,0.2,Three-step estimator,300,0.009686331459911183,0.04287677920591195,0.01195502393778615,0.8102310384587079,False
1.0,1.0,0.5,0.5,GMM estimator,300,-0.009364626550716843,0.01742598281911878,0.007621457170191446,-1.2287186481009391,False
1.0,1.0,0.5,0.5,Simple g-estimator,300,-0.0023237813556246465,0.016452157548708293,0.007405438890596625,-0.3137938736589087,False
1.0,1.0,0.5,0.5,Three-step estimator,300,-0.002012953654732613,0.017559220567533982,0.0076505382310732405,-0.2631126848771043,False
1.0,1.0,0.5,0.8,GMM estimator,300,-0.008843714388271256,0.007645880726851919,0.005048392723382997,-1.751788118089387,False
1.0,1.0,0.5,0.8,Simple g-estimator,300,-0.00619434208295026,0.008776495623728273,0.005408787795100449,-1.1452366625589203,False
1.0,1.0,0.5,0.8,Three-step estimator,300,-0.006633786761342775,0.008490305750028836,0.005319870220857158,-1.2469828183654288,False
1.0,1.0,0.8,0.2,GMM estimator,300,-0.014935750889701161,0.04392075882181479,0.012099691293832636,-1.2343910705650896,False
1.0,1.0,0.8,0.2,Simple g-estimator,300,-0.001391101785485667,0.05339900276368669,0.013341539486841676,-0.10426846068683941,False
1.0,1.0,0.8,0.2,Three-step estimator,300,-0.003264413476642314,0.07180809395973213,0.015471273806610336,-0.21099836493408472,False
1.0,1.0,0.8,0.5,GMM estimator,300,-0.011635254526026328,0.024247878528283914,0.008990342694299611,-1.294194773398765,False
1.0,1.0,0.8,0.5,Simple g-estimator,300,-0.0017229402221427578,0.023922914511290104,0.008929896324760272,-0.19294067472715157,False
1.0,1.0,0.8,0.5,Three-step estimator,300,-0.002396187319542064,0.023682697810195524,0.008884949410884965,-0.2696905979685705,False
1.0,1.0,0.8,0.8,GMM estimator,300,-0.01086629744089479,0.01389759613329161,0.006806270670808308,-1.5965126816803945,False
1.0,1.0,0.8,0.8,Simple g-estimator,300,-0.004395253556432996,0.014383809915409279,0.006924307405897305,-0.6347571386980364,False
1.0,1.0,0.8,0.8,Three-step estimator,300,-0.0013203942661590923,0.01792139830340613,0.007729035796571724,-0.17083557392045767,False
