p_I1,p_I2,ph1,ph2,method,n,bias,var,se,z,sig
1.0,0.2,0.2,0.2,Three-step estimator,300,-0.020862379496078977,0.3840591117862853,0.0357798412417889,-0.5830763573012409,False
1.0,0.2,0.2,0.5,GMM estimator,300,-0.022573255994321032,0.0827286353347886,0.01660608676909249,-1.3593362667678415,False
1.0,0.2,0.2,0.5,Simple g-estimator,300,0.0028016469151211465,0.07969535869195604,0.016298809638739066,0.17189273187547283,False
1.0,0.2,0.2,0.5,Three-step estimator,300,-0.027866080029643678,0.15958824001937771,0.023064275407317536,-1.208192303357715,False
1.0,0.2,0.2,0.8,GMM estimator,300,-0.015984568446941124,0.056393803663801756,0.013710555989674739,-1.165858515072541,False
1.0,0.2,0.2,0.8,Simple g-estimator,300,-0.0023356510311361013,0.0592270798373859,0.014050750850326576,-0.16622962402623592,False
1.0,0.2,0.2,0.8,Three-step estimator,300,-0.018329334587481736,0.08171088350010969,0.01650362419794611,-1.1106248159578693,False
1.0,0.2,0.5,0.2,GMM estimator,300,-0.048518922053336404,0.11311239890285979,0.0194175521030896,-2.498714657529688,True
1.0,0.2,0.5,0.2,Simple g-estimator,300,-0.00034050153121999643,0.1254830421802187,0.020451816722907423,-0.016648962575467028,False
1.0,0.2,0.5,0.2,Three-step estimator,300,-0.015024829493704091,0.2055754247484896,0.02617730726847776,-0.5739639046754331,False
1.0,0.2,0.5,0.5,GMM estimator,300,-0.01087816589444839,0.03670586889843962,0.011061324347840636,-0.9834415439207331,False
1.0,0.2,0.5,0.5,Simple g-estimator,300,0.0028581687779099464,0.040642813168211916,0.011639417678476862,0.24555943062299035,False
1.0,0.2,0.5,0.5,Three-step estimator,300,-0.007451924230452936,0.048336640106173494,0.012693389369559455,-0.5870712709974615,False
1.0,0.2,0.5,0.8,GMM estimator,300,-0.009724848962451444,0.025019143296072535,0.009132203694631531,-1.0648961945700255,False
1.0,0.2,0.5,0.8,Simple g-estimator,300,-0.00250625624117355,0.028547229377951407,0.009754867054954569,-0.25692366969784625,False
1.0,0.2,0.5,0.8,Three-step estimator,300,-0.010459939153593787,0.03264515818238109,0.010431548012700239,-1.0027216613353054,False
1.0,0.2,0.8,0.2,GMM estimator,300,-0.029873627088798156,0.08798938885413404,0.017125944144692096,-1.7443492070512792,False
1.0,0.2,0.8,0.2,Simple g-estimator,300,0.005668659351235866,0.10345531717340872,0.01857016578398523,0.3052562598081098,False
1.0,0.2,0.8,0.2,Three-step estimator,300,0.014726581395997074,0.10237922887480828,0.01847333473548728,0.7971804553352951,False
1.0,0.2,0.8,0.5,GMM estimator,300,-0.0008712429364739435,0.035734079467819486,0.010913917638779622,-0.07982861565476909,False
1.0,0.2,0.8,0.5,Simple g-estimator,300,0.010517306066451432,0.033782650312174686,0.010611730979153007,0.9911018369305559,False
1.0,0.2,0.8,0.5,Three-step estimator,300,0.014172615002743702,0.03887068414467246,0.011382835637437106,1.245086501656166,False
1.0,0.2,0.8,0.8,GMM estimator,300,-0.005049118744990827,0.01839311823885484,0.007830095409988063,-0.6448348941636363,False
1.0,0.2,0.8,0.8,Simple g-estimator,300,0.0011434746487746777,0.020268356001045408,0.008219561221266701,0.13911626399425478,False
1.0,0.2,0.8,0.8,Three-step estimator,300,-0.001264517021341875,0.02215974949122786,0.008594523351380588,-0.1471305585712032,False
1.0,1.0,0.2,0.2,GMM estimator,300,-0.013010902930938418,0.11793575592885237,0.01982723345375012,-0.6562137355818312,False
1.0,1.0,0.2,0.2,Simple g-estimator,300,0.025218493877656796,0.13979236800471231,0.021586443894623025,1.1682560592547844,False
1.0,1.0,0.2,0.2,Three-step estimator,300,-0.02074604599789985,0.4041073512252824,0.03670183243496535,-0.5652591334413964,False
1.0,1.0,0.2,0.5,GMM estimator,300,-0.016578260241868203,0.06695473345770533,0.014939291979843549,-1.109708563447049,False
1.0,1.0,0.2,0.5,Simple g-estimator,300,0.004113638985749322,0.06401968554934198,0.014608180989813205,0.28159830362301136,False
1.0,1.0,0.2,0.5,Three-step estimator,300,-0.027992492641513458,0.16002366170388355,0.023095718340844302,-1.212020870206462,False
1.0,1.0,0.2,0.8,GMM estimator,300,-0.012344652784105091,0.04826167063732729,0.012683541912957817,-0.9732811913913015,False
1.0,1.0,0.2,0.8,Simple g-estimator,300,-0.0020434200282151765,0.04467257060965643,0.012202809868995534,-0.1674548772088161,False
1.0,1.0,0.2,0.8,Three-step estimator,300,-0.01828917579028002,0.08157284447707196,0.016489678031733665,-1.1091287382981827,False
1.0,1.0,0.5,0.2,GMM estimator,300,-0.01563308334951442,0.05759790971520497,0.013856155036084741,-1.1282410819453255,False
1.0,1.0,0.5,0.2,Simple g-estimator,300,0.009562207942881496,0.060887188282697166,0.014246308092823812,0.6712060332106813,False
1.0,1.0,0.5,0.2,Three-step estimator,300,-0.015132545845661687,0.20151906548787651,0.02591775874362831,-0.5838678411721041,False
1.0,1.0,0.5,0.5,GMM estimator,300,-0.011148835746878867,0.027838314408783028,0.009632984032095667,-1.1573605551231694,False
1.0,1.0,0.5,0.5,Simple g-estimator,300,0.0013256823217057112,0.0300294828741494,0.010004912605673507,0.132503138603525,False
1.0,1.0,0.5,0.5,Three-step estimator,300,-0.0078088468735860355,0.04854501934310745,0.012720720543416221,-0.613868282612938,False
1.0,1.0,0.5,0.8,GMM estimator,300,-0.011728148047666732,0.020730075318828603,0.008312656077497853,-1.4108785372962234,False
1.0,1.0,0.5,0.8,Simple g-estimator,300,-0.0038820249152186383,0.020304980430358242,0.008226984143730565,-0.4718648835827603,False
1.0,1.0,0.5,0.8,Three-step estimator,300,-0.01033452364295899,0.03342708696644298,0.010555738876150576,-0.979043131344278,False
1.0,1.0,0.8,0.2,GMM estimator,300,-0.006685970997644379,0.048073837302605074,0.012658835820959877,-0.5281663410606904,False
1.0,1.0,0.8,0.2,Simple g-estimator,300,0.010915697387744476,0.059859536573524975,0.014125572150480015,0.7727614337641919,False
1.0,1.0,0.8,0.2,Three-step estimator,300,0.014795748839898693,0.10132621788136018,0.01837808639669903,0.8050755949518348,False
1.0,1.0,0.8,0.5,GMM estimator,300,-0.004464797808302383,0.02619606892731828,0.009344529402689447,-0.4777980373219619,False
1.0,1.0,0.8,0.5,Simple g-estimator,300,0.0069732555137000315,0.02520735790255418,0.009166489313900239,0.7607335016608435,False
1.0,1.0,0.8,0.5,Three-step estimator,300,0.014078595695535908,0.03939726204987406,0.011459677431451269,1.2285333317408198,False
1.0,1.0,0.8,0.8,GMM estimator,300,-0.007330666875818097,0.01622815541212523,0.007354852233304947,-0.9967116460372473,False
1.0,1.0,0.8,0.8,Simple g-estimator,300,-4.5366361516258246e-05,0.017054117352506084,0.007539698789851419,-0.006016999190647012,False
1.0,1.0,0.8,0.8,Three-step estimator,300,-0.001341959914731397,0.022121126265766566,0.008587030193993452,-0.15627753535443317,False
