id,est_psi03,est_psi13,est_psi23,method,p_I,ph,seed,psi03,psi13,psi23,sigma
1,-4.831265117126953,0.45161393357048996,-16.060103310495087,Three-step,0.25,0.4,3411,1.0,1.0,1.0,20
2,9.06073341798933,13.399199944077907,-2.2445655418169603,Three-step,0.25,0.4,3411,1.0,1.0,1.0,20
3,-14.004303142145723,-9.731180788151203,2.553165597297315,Three-step,0.25,0.4,3411,1.0,1.0,1.0,20
4,-3.5035988046266144,4.515040369287687,-3.007195443935607,Three-step,0.25,0.4,3411,1.0,1.0,1.0,20
5,-3.324648646865157,-5.777739067695273,5.441828442168781,Three-step,0.25,0.4,3411,1.0,1.0,1.0,20
6,-14.962818365229415,-5.5901662514525015,10.187349870928086,Three-step,0.25,0.4,3411,1.0,1.0,1.0,20
7,-1.968670137736034,4.924839505022837,-5.721075996827533,Three-step,0.25,0.4,3411,1.0,1.0,1.0,20
8,-9.266230204118434,5.037716070683507,0.6311172399307182,Three-step,0.25,0.4,3411,1.0,1.0,1.0,20
9,-3.8652220603737226,8.823272719956298,2.756332234653238,Three-step,0.25,0.4,3411,1.0,1.0,1.0,20
10,-1.2941131346848016,-4.5312119471674555,-5.971388039766535,Three-step,0.25,0.4,3411,1.0,1.0,1.0,20
11,8.603769008852328,-8.427946514522434,10.091898988762487,Three-step,0.25,0.4,3411,1.0,1.0,1.0,20
12,18.712067219359074,1.0382486001236348,5.222467674528775,Three-step,0.25,0.4,3411,1.0,1.0,1.0,20
13,5.142345330060587,-9.796873012866456,0.29250954420592096,Three-step,0.25,0.4,3411,1.0,1.0,1.0,20
14,4.327995067075333,14.184201532792246,17.094141453729563,Three-step,0.25,0.4,3411,1.0,1.0,1.0,20
15,-7.405306661151468,10.220700886355,8.918457823849232,Three-step,0.25,0.4,3411,1.0,1.0,1.0,20
16,15.525888779880232,13.481582797390619,7.157914105428495,Three-step,0.25,0.4,3411,1.0,1.0,1.0,20
17,-8.542644194380337,-0.7527218260802873,6.935730729913837,Three-step,0.25,0.4,3411,1.0,1.0,1.0,20
18,6.653354270439849,-10.771836169078204,6.214089595493234,Three-step,0.25,0.4,3411,1.0,1.0,1.0,20
19,-7.803855539734132,-14.021951388587054,4.159123642000369,Three-step,0.25,0.4,3411,1.0,1.0,1.0,20
