p_I1,p_I2,ph1,ph2,method,n_kept,bias,var,se,z,sig
0.2,0.2,0.2,0.2,GMM estimator,300,-0.11774924560483845,0.8303284668540751,0.05260951963457042,-2.2381737454121104,True
0.2,0.2,0.2,0.2,Simple g-estimator,300,-0.00527922821689496,0.8071053917988597,0.051868596530041174,-0.10178081864693109,False
0.2,0.2,0.2,0.2,Three-step estimator,300,0.05006142051482914,0.9716843525444899,0.0569117548650098,0.8796323471938422,False
0.2,0.2,0.2,0.5,GMM estimator,300,-0.03793262312325746,0.23560320599158566,0.028023990079429306,-1.3535768110017092,False
0.2,0.2,0.2,0.5,Simple g-estimator,300,0.030904545977996037,0.24527813343361154,0.028593596802641643,1.0808205134633813,False
0.2,0.2,0.2,0.5,Three-step estimator,300,0.053850084872457946,0.27518287537274594,0.030286568825842363,1.7780186716466126,False
0.2,0.2,0.2,0.8,GMM estimator,300,0.014187014237832342,0.15943761887361269,0.02305338867886257,0.6153982147900139,False
0.2,0.2,0.2,0.8,Simple g-estimator,300,0.05014845563143945,0.14366569787827999,0.021883456299091938,2.291614950857666,True
0.2,0.2,0.2,0.8,Three-step estimator,300,0.043620473665644637,0.13865393051090616,0.021498366644228748,2.0290133844821456,True
0.2,0.2,0.5,0.2,GMM estimator,300,-0.10677146610435784,0.4553292357942994,0.03895849226182055,-2.740646773155393,True
0.2,0.2,0.5,0.2,Simple g-estimator,300,0.005717511016771629,0.4900044641878076,0.04041470294285681,0.14147106375755716,False
0.2,0.2,0.5,0.2,Three-step estimator,300,0.04085226387179994,0.6827992271116082,0.047707414766526186,0.8563084810133926,False
0.2,0.2,0.5,0.5,GMM estimator,300,-0.04229211759802759,0.17236700912868297,0.023969912329743926,-1.764383491113061,False
0.2,0.2,0.5,0.5,Simple g-estimator,300,0.008168437830984901,0.16805947738547589,0.02366850772549014,0.3451184132824642,False
0.2,0.2,0.5,0.5,Three-step estimator,300,0.01591616435879095,0.2064910377702973,0.02623553809690825,0.6066643001565347,False
0.2,0.2,0.5,0.8,GMM estimator,300,-0.02090046953586563,0.12341244287537224,0.02028237682286211,-1.0304743728213752,False
0.2,0.2,0.5,0.8,Simple g-estimator,300,0.005158198648150944,0.11011405899522275,0.01915846714425267,0.26923858831254915,False
0.2,0.2,0.5,0.8,Three-step estimator,300,0.0019189732999117632,0.11574241153824306,0.01964199680431728,0.09769746523377786,False
0.2,0.2,0.8,0.2,GMM estimator,300,0.03374014390845499,0.8693288032674767,0.05383087104588088,0.6267805675984278,False
0.2,0.2,0.8,0.2,Simple g-estimator,300,0.18758469359078017,0.8785080854448396,0.05411432605896642,3.466451626624268,True
0.2,0.2,0.8,0.2,Three-step estimator,300,0.16197793913733713,0.8360937722899386,0.05279184824351637,3.0682377019681337,True
0.2,0.2,0.8,0.5,GMM estimator,300,-0.0568701072732376,0.2498538043324546,0.02885907161433845,-1.970614579471851,True
0.2,0.2,0.8,0.5,Simple g-estimator,300,0.01437210498569535,0.2948336595129325,0.031349304059948575,0.45845052758466004,False
0.2,0.2,0.8,0.5,Three-step estimator,300,0.0005711720214895895,0.281883945458173,0.030653109981325605,0.018633411808379546,False
0.2,0.2,0.8,0.8,GMM estimator,300,-0.06885569998626355,0.1313771884646446,0.02092663282873801,-3.2903382283128595,True
0.2,0.2,0.8,0.8,Simple g-estimator,300,-0.028625037159417412,0.14819396059709505,0.0222256578903074,-1.2879275520523863,False
0.2,0.2,0.8,0.8,Three-step estimator,300,-0.020820981674049513,0.13058212670273758,0.02086321537241544,-0.9979756860286374,False
0.2,1.0,0.2,0.2,GMM estimator,300,-0.03409136497913987,0.2713383124712678,0.03007425878672478,-1.1335729076783865,False
0.2,1.0,0.2,0.2,Simple g-estimator,300,0.02841421520557405,0.2276594707181734,0.02754750265258017,1.0314624728028732,False
0.2,1.0,0.2,0.2,Three-step estimator,300,0.050152724984039186,0.960491577647897,0.05658302388667167,0.8863563934739238,False
0.2,1.0,0.2,0.5,GMM estimator,300,-0.01857173037166446,0.13073757016543786,0.020875629345039146,-0.8896369093695286,False
0.2,1.0,0.2,0.5,Simple g-estimator,300,0.026569302747878422,0.12034676680178706,0.02002887638733861,1.3265498390451091,False
0.2,1.0,0.2,0.5,Three-step estimator,300,0.05396044331812127,0.2755509405487022,0.030306816645143394,1.7804721607661265,False
0.2,1.0,0.2,0.8,GMM estimator,300,-0.010717271120745398,0.11440981428908077,0.019528595638966702,-0.5487988649506632,False
0.2,1.0,0.2,0.8,Simple g-estimator,300,0.02627497486267255,0.09603369473754499,0.01789168286639959,1.4685580478299614,False
0.2,1.0,0.2,0.8,Three-step estimator,300,0.04360148320449383,0.1385812080149284,0.021492728073694164,2.0286621156231663,True
0.2,1.0,0.5,0.2,GMM estimator,300,-0.05204909235163154,0.20807442551333377,0.026335933975801563,-1.9763526290526163,True
0.2,1.0,0.5,0.2,Simple g-estimator,300,0.016059566570234073,0.1971691485010421,0.025636507074940487,0.6264334889027137,False
0.2,1.0,0.5,0.2,Three-step estimator,300,0.04076640907188212,0.684626917662381,0.04777122277628311,0.8533675024982058,False
0.2,1.0,0.5,0.5,GMM estimator,300,-0.033604508933712855,0.10201369125633004,0.01844032639410431,-1.8223380766436321,False
0.2,1.0,0.5,0.5,Simple g-estimator,300,0.004858300716606017,0.09850260382879061,0.018120210063976502,0.2681150328529832,False
0.2,1.0,0.5,0.5,Three-step estimator,300,0.015885505721344808,0.2060172582642616,0.026205422992468662,0.6061915400453655,False
0.2,1.0,0.5,0.8,GMM estimator,300,-0.027562478516612896,0.09421704643464503,0.01772164838407581,-1.5552999314318745,False
0.2,1.0,0.5,0.8,Simple g-estimator,300,-0.0014486939634406316,0.10269985224669914,0.018502238805677827,-0.07829830641879226,False
0.2,1.0,0.5,0.8,Three-step estimator,300,0.001862311897901681,0.1146053804069377,0.019545279089585605,0.0952819291740881,False
0.2,1.0,0.8,0.2,GMM estimator,300,-0.0499850898952178,0.22676657658000507,0.027493428098365923,-1.8180741127072717,False
0.2,1.0,0.8,0.2,Simple g-estimator,300,0.023098191554307545,0.24660725937342293,0.028670964370097664,0.8056300882016291,False
0.2,1.0,0.8,0.2,Three-step estimator,300,0.16196249358260276,0.8376928010682998,0.05284230631694961,3.065015607213418,True
0.2,1.0,0.8,0.5,GMM estimator,300,-0.065487923460801,0.13868087007806618,0.02150045503999595,-3.04588546330661,True
0.2,1.0,0.8,0.5,Simple g-estimator,300,-0.012752737588722807,0.1457438809617924,0.022041164591266676,-0.5785872854366233,False
0.2,1.0,0.8,0.5,Three-step estimator,300,0.0004397821779481311,0.2822374732266253,0.030672325921294007,0.01433807723211548,False
0.2,1.0,0.8,0.8,GMM estimator,300,-0.047509271197646356,0.11307806925283963,0.01941460526277744,-2.4470892173498515,True
0.2,1.0,0.8,0.8,Simple g-estimator,300,-0.011156739083923298,0.1074240966390879,0.01892301038762842,-0.5895858457709988,False
0.2,1.0,0.8,0.8,Three-step estimator,300,-0.020827701104166298,0.13034679512116973,0.020844407333156914,-0.9991985270330022,False
