p_I1,p_I2,ph1,ph2,method,n_kept,bias,var,se,z,sig
1.0,0.2,0.2,0.2,GMM estimator,300,-0.022859425726672426,0.19140842563690513,0.025259217831444237,-0.9049934118789538,False
1.0,0.2,0.2,0.2,Simple g-estimator,300,0.03140539473879431,0.1885754588593835,0.02507159474115302,1.2526285249515803,False
1.0,0.2,0.2,0.2,Three-step estimator,300,0.05323470239444909,0.20542303047218502,0.0261676027734159,2.03437444596687,True
1.0,0.2,0.2,0.5,GMM estimator,300,-0.014745184190453073,0.04598547251671584,0.01238082825941192,-1.1909691243187843,False
1.0,0.2,0.2,0.5,Simple g-estimator,300,0.00521152923225752,0.04704965265662108,0.01252326536978556,0.41614779199929697,False
1.0,0.2,0.2,0.5,Three-step estimator,300,0.011841319800311329,0.05427292202807783,0.013450269145767782,0.8803779070872556,False
1.0,0.2,0.2,0.8,GMM estimator,300,0.0016181937886630992,0.0304333414088392,0.010071964622793179,0.16066317240641162,False
1.0,0.2,0.2,0.8,Simple g-estimator,300,0.010435559682037042,0.03452461215670912,0.010727629771872431,0.9727740334028687,False
1.0,0.2,0.2,0.8,Three-step estimator,300,0.008754798108546577,0.034096262969033474,0.010660872848729519,0.8212083787857865,False
1.0,0.2,0.5,0.2,GMM estimator,300,-0.04131655903710843,0.11512470871200403,0.01958951324152832,-2.109116164740652,True
1.0,0.2,0.5,0.2,Simple g-estimator,300,0.01530701909568751,0.12017696445558293,0.020014741605092225,0.7647872452069548,False
1.0,0.2,0.5,0.2,Three-step estimator,300,0.01913811710584462,0.12277903709232135,0.020230260922054478,0.9460143484842931,False
1.0,0.2,0.5,0.5,GMM estimator,300,-0.023153392752456564,0.03618695807912393,0.01098285908118099,-2.1081389264230523,True
1.0,0.2,0.5,0.5,Simple g-estimator,300,-0.0014008470977748507,0.0425433380408073,0.011908447707518012,-0.11763473562473398,False
1.0,0.2,0.5,0.5,Three-step estimator,300,0.0004354829774423815,0.04337101258807396,0.012023728288690099,0.03621863094261791,False
1.0,0.2,0.5,0.8,GMM estimator,300,-0.00624845505621254,0.02296992639490806,0.00875022407235153,-0.7140908626507131,False
1.0,0.2,0.5,0.8,Simple g-estimator,300,-0.0007889636812368758,0.02172976252803951,0.00851073097683928,-0.09270222303864685,False
1.0,0.2,0.5,0.8,Three-step estimator,300,-0.001586718788949705,0.02134687642333956,0.008435416690624429,-0.1881020045771146,False
1.0,0.2,0.8,0.2,GMM estimator,300,-0.05009494544625149,0.19511930200944053,0.02550289539179428,-1.9642846303000505,True
1.0,0.2,0.8,0.2,Simple g-estimator,300,0.011075407054512336,0.1919519705496549,0.025295056865565317,0.4378486719114483,False
1.0,0.2,0.8,0.2,Three-step estimator,300,-0.0026839090536014028,0.23228613838625417,0.02782601530859531,-0.09645322996614457,False
1.0,0.2,0.8,0.5,GMM estimator,300,-0.026479225923943684,0.04365492029480865,0.01206301790526299,-2.1950747426471966,True
1.0,0.2,0.8,0.5,Simple g-estimator,300,-0.008869511906229154,0.03962065122174999,0.011492120666170945,-0.7717907045945057,False
1.0,0.2,0.8,0.5,Three-step estimator,300,-0.015619675209951096,0.05255626936223495,0.013235843930055355,-1.180104214925249,False
1.0,0.2,0.8,0.8,GMM estimator,300,-0.017824655510263757,0.03788759450871665,0.01123797053278403,-1.5861098281281913,False
1.0,0.2,0.8,0.8,Simple g-estimator,300,-0.009400399200309181,0.040985322347399086,0.011688359215817973,-0.8042531057385306,False
1.0,0.2,0.8,0.8,Three-step estimator,300,-0.00791514938482158,0.03970268982230533,0.011504012317782194,-0.688033806482181,False
1.0,1.0,0.2,0.2,GMM estimator,300,-0.013706347742653,0.14698682406321012,0.022134951552029665,-0.6192174268118602,False
1.0,1.0,0.2,0.2,Simple g-estimator,300,0.018301660800203404,0.1450739620255196,0.021990449595640345,0.8322549623465519,False
1.0,1.0,0.2,0.2,Three-step estimator,300,0.05342091403961324,0.20578059889609426,0.02619036711567151,2.039716121720486,True
1.0,1.0,0.2,0.5,GMM estimator,300,-0.008801944695452384,0.04186505764391508,0.011813136422914264,-0.7450980315760183,False
1.0,1.0,0.2,0.5,Simple g-estimator,300,0.0032888144749954216,0.04306276978671421,0.011980925087643025,0.27450421824166676,False
1.0,1.0,0.2,0.5,Three-step estimator,300,0.01190221730395153,0.054164778303110395,0.01343686202245033,0.8857884589471327,False
1.0,1.0,0.2,0.8,GMM estimator,300,3.6708789443874965e-05,0.023592846317889743,0.008868078769363321,0.004139429790665972,False
1.0,1.0,0.2,0.8,Simple g-estimator,300,0.00900333881738512,0.03017166391394846,0.010028569840535333,0.8977689701071587,False
1.0,1.0,0.2,0.8,Three-step estimator,300,0.008763997385792734,0.033994544414986165,0.01064495880921828,0.8233002628627666,False
1.0,1.0,0.5,0.2,GMM estimator,300,-0.04209666716228851,0.09776852176747247,0.0180525641546635,-2.331894062340929,True
1.0,1.0,0.5,0.2,Simple g-estimator,300,0.0033847430967766444,0.09821568313982056,0.01809380033232567,0.18706645561516425,False
1.0,1.0,0.5,0.2,Three-step estimator,300,0.019108291328286703,0.12289589245738655,0.020239885742215916,0.944090869467264,False
1.0,1.0,0.5,0.5,GMM estimator,300,-0.023747235818982654,0.03291126910324544,0.010473978725591889,-2.267260268627354,True
1.0,1.0,0.5,0.5,Simple g-estimator,300,-0.0031127356862914834,0.03604814496665423,0.01096177372609838,-0.28396277500971534,False
1.0,1.0,0.5,0.5,Three-step estimator,300,0.000419064736689701,0.04337963637373291,0.01202492361358038,0.03484967972822955,False
1.0,1.0,0.5,0.8,GMM estimator,300,-0.00827910216558912,0.02497067518086023,0.009123353765814454,-0.9074625820837097,False
1.0,1.0,0.5,0.8,Simple g-estimator,300,-0.0011052222452656245,0.02153410351703529,0.008472328195766751,-0.130450830011266,False
1.0,1.0,0.5,0.8,Three-step estimator,300,-0.0015864074533555046,0.02128917729939315,0.00842400880408553,-0.1883197762787378,False
1.0,1.0,0.8,0.2,GMM estimator,300,-0.023984208994935478,0.10100348275138271,0.018348794942391784,-1.3071272020989249,False
1.0,1.0,0.8,0.2,Simple g-estimator,300,0.0082097055826489,0.09772922916609014,0.01804893617973925,0.4548581423798633,False
1.0,1.0,0.8,0.2,Three-step estimator,300,-0.002638309917507084,0.2332410944229762,0.027883154677031327,-0.09462020879869754,False
1.0,1.0,0.8,0.5,GMM estimator,300,-0.02012356217032767,0.03425332620672457,0.010685399104498401,-1.8832766070343536,False
1.0,1.0,0.8,0.5,Simple g-estimator,300,-0.008068688203764387,0.028437849120115634,0.009736160968286497,-0.8287340595586337,False
1.0,1.0,0.8,0.5,Three-step estimator,300,-0.015645452254247003,0.05246126563845495,0.013223875584015318,-1.1831215557683274,False
1.0,1.0,0.8,0.8,GMM estimator,300,-0.013853962814515801,0.035844484845043184,0.010930764664475397,-1.2674285139026638,False
1.0,1.0,0.8,0.8,Simple g-estimator,300,-0.007465477540717519,0.03608573298367562,0.010967487251519924,-0.6806916998862177,False
1.0,1.0,0.8,0.8,Three-step estimator,300,-0.007902589222684199,0.039794194792817185,0.011517261652669756,-0.6861517486539295,False
