n,p_I1,p_I2,ph1,ph2,bias_threestep_psi03,var_threestep_psi03,bias_gest_psi03,var_gest_psi03,bias_gmm_psi03,var_gmm_psi03,bias_threestep_psi13,var_threestep_psi13,bias_gest_psi13,var_gest_psi13,bias_gmm_psi13,var_gmm_psi13
24000,0.2,0.2,0.5,0.8,-0.016479710840705018,0.029080365694644814,-0.015664205202584713,0.024935341928724063,-0.025238027267702003,0.025601959730685124,-0.022616075676229724,0.05427391755553289,-0.006382141675529647,0.05367865051627114,-0.013869674854225453,0.05221252124067139
24000,0.2,0.2,0.8,0.2,-0.004903418283264942,0.10806855691733709,0.01923395276887368,0.09465341238748959,-0.03426524224915439,0.09303803116140553,0.028137241008515897,0.4016073063998642,0.016856572956090398,0.3420893441817564,-0.05171939438545528,0.3951472888354209
24000,0.2,0.2,0.8,0.5,0.010359815034263265,0.03935231343975965,0.014617354978318202,0.033879344266786245,-0.004468374502122225,0.03323382143970268,0.029516620795652204,0.13957805125301523,0.012747371108958364,0.13001769276754765,-0.01459128088244363,0.12143846501468776
24000,0.2,0.2,0.8,0.8,-0.008210748920795125,0.017375460589299733,0.004148066800099127,0.017947757615880737,-0.008715943162085193,0.017825639167145524,0.021219621511139625,0.0800999767529822,0.018712802009336157,0.0783983399410669,0.008818494611854143,0.0723353031590085
24000,0.2,1.0,0.2,0.2,-0.066739640853549,0.4557865007341167,0.008335975343408497,0.2160158141683025,-0.05409610674719384,0.2309297737245191,-0.010788632114709411,0.39753984924078034,-0.02718543653228537,0.1197366901163194,-0.07722648257399681,0.12765573970887303
24000,0.2,1.0,0.2,0.5,-0.026091658109244964,0.15084465257710966,-0.01811261784961994,0.08721211112367504,-0.06271864878409511,0.09775561140121829,-0.018897265112526956,0.13675023580148873,-0.018988566532583497,0.08867440502960379,-0.0440885149765706,0.09034611407589675
24000,0.2,1.0,0.2,0.8,-0.027307072494817168,0.09033815929857865,-0.02646373963635916,0.06330513583825072,-0.062078575459364904,0.06534531539284777,-0.021905098878048923,0.0704292184305328,-0.004534215158533639,0.06107868334437487,-0.018584007984861463,0.06159025578180957
24000,0.2,1.0,0.5,0.2,-0.03386663617841919,0.14954135915460612,-0.0157915817771565,0.06885968420902044,-0.04206333144043008,0.0652775539570505,0.045382095372874576,0.204810555221627,0.004369430461101258,0.079100370917542,-0.02033182895008949,0.07892281234023937
24000,0.2,1.0,0.5,0.5,-0.00280794013204353,0.04826014405397067,-0.01495468191251264,0.03285985797964054,-0.02110052360127218,0.03115238542509015,-0.02125059812251922,0.07519807951473431,0.007842120071126224,0.05720128924670024,-0.02089768005762893,0.058188605156085184
24000,0.2,1.0,0.5,0.8,-0.01684925401757606,0.02888663317070759,-0.02010365154182524,0.020989379355118305,-0.034824329281908456,0.022344491012456055,-0.022621611371279958,0.05427314598103885,-0.009041765163819892,0.0433128565845333,-0.011786905236764993,0.04073423311208944
24000,0.2,1.0,0.8,0.2,-0.005197368710361123,0.10820271531865894,0.0234139014623048,0.056509362216098244,-0.006354615289988164,0.055094128705730654,0.028443668606791962,0.4019424046198776,0.019480632616590797,0.09606103094424123,-0.020081374775195986,0.10179576378034098
24000,0.2,1.0,0.8,0.5,0.009876411916145644,0.03930515977255843,0.01627653047671647,0.026855048541875273,0.005768649752529666,0.027123088464274765,0.02918204875891746,0.13947205673831356,0.008124046884028109,0.0649503202228685,0.0023788762598076427,0.06783482924727947
24000,0.2,1.0,0.8,0.8,-0.008218315863049025,0.017338073175095895,0.011418955297608611,0.016933791924055645,-0.003987698483736571,0.017820866888440947,0.021693255702002145,0.08010268461603198,0.0007073543985270677,0.059498453476321475,-0.030117024594080107,0.05908508830978535
24000,1.0,0.2,0.2,0.2,-0.0718430803418511,0.45966563603840094,-0.014463137127094308,0.2715260500576176,-0.10397549702527512,0.2624960649962432,-0.00027782687254232806,0.06479142874167233,-0.020978132495819684,0.06530742075016382,-0.026990742072185447,0.05699707652987016
24000,1.0,0.2,0.2,0.5,-0.025101002905097924,0.15258136407746223,0.004981539994205019,0.07376528397177504,-0.011942507485970824,0.07383253150027586,0.0047913444764630525,0.02423108341432704,-0.003558688324039395,0.02423714603996436,-0.005521030727130913,0.023356514976203474
24000,1.0,0.2,0.2,0.8,-0.03416156904842771,0.0898400322880191,-0.010959425158298373,0.051712711056628974,-0.017595808272845716,0.05589550452149232,0.005647664002555118,0.015266686352551401,0.0028129814414402246,0.01503718208874292,-0.005382523063794368,0.01592529763553249
24000,1.0,0.2,0.5,0.2,-0.027439286016469208,0.14786327715309822,-0.020550824008026772,0.10554784474691678,-0.0800223224999766,0.10676337589102874,0.0005921987543413622,0.04442763235325568,-0.014941707848397288,0.0463502453531472,-0.030279277117329556,0.05014001264807785
24000,1.0,0.2,0.5,0.5,-0.0025447308098138495,0.048138875511461406,0.0032586000927728384,0.03838556559381836,-0.011040604581471667,0.03724999780315835,0.005519239891493686,0.016550535542400557,0.0014776935796644434,0.015989863295041318,-0.007347263514181864,0.015381591610490568
24000,1.0,0.2,0.5,0.8,-0.016524469422002502,0.029002437893501258,-0.011889324893273122,0.02287945314512324,-0.017617429508555025,0.02235917417429847,-0.011871959925325203,0.009891342518008514,-0.010228542096049245,0.009773691869501671,-0.008625310146166333,0.009254022500195148
24000,1.0,0.2,0.8,0.2,-0.0026868513493999674,0.10805614650440967,0.012931267396570082,0.08915086978615598,-0.030705053223965308,0.08033528373559859,-0.019807105683801698,0.06781929810327153,-0.008556847003177244,0.06587914200537542,-0.0344933638695645,0.07070718000472057
