id,method,est_psi05,est_psi15,est_psi25,est_psi35,est_psi45
1,Three-step-g,0.12798822600176543,-0.28864054190345784,-0.10084855278395084,0.04312135097561338,0.012229344341034188
1,Three-step-ipw,-0.2089704045637087,-0.5267454427930711,-0.26461150336056627,0.03382821249170344,0.012229344341034341
1,Robins',0.0816031934195164,0.08241562983729844,0.07687770780397328,0.049066944409892975,0.012229344341034206
2,Three-step-g,0.8664001419859921,0.264109222026339,0.013423646296930523,0.10050534066993193,0.0782118208024624
2,Three-step-ipw,0.19387389223830376,0.09244755566668801,0.06134189839087676,0.10035071151964291,0.0782118208024624
2,Robins',-0.02889691306938202,0.086710596248749,0.10419518782560015,0.1377619707967035,0.07821182080246405
3,Three-step-g,0.32116642438044546,0.5802232273141799,0.4906098982995484,0.19217781285576116,0.07342293436812627
3,Three-step-ipw,0.7008889867677438,0.7782668387112825,0.5780403028956472,0.23469900482513223,0.0734229343681253
3,Robins',0.38972379081663566,0.421642801729314,0.3033449160555128,0.14929846654903176,0.07342293436812893
4,Three-step-g,0.5544546174189048,0.25290822069056323,0.1647623691014217,0.07964913564830338,-0.015575463889965172
4,Three-step-ipw,0.8351201426510506,0.47982183933249145,0.2677779162998434,0.1443378956404236,-0.015575463889963998
4,Robins',-0.1096769684073334,-0.09804777295627207,-0.0009454590453350255,0.051426169639358664,-0.01557546388996536
5,Three-step-g,-1.3212803899457033,-0.35456720617754006,-0.12473419742229079,0.003406834372678947,0.03946590092069731
5,Three-step-ipw,-1.06776404183954,-0.08279924713146693,-0.12202031889506734,-0.03016532183404498,0.03946590092069731
5,Robins',-0.14381727982758546,-0.09584415166827316,0.03580761147373808,0.05079187229363659,0.039465900920697225
6,Three-step-g,-0.5659415829157431,-0.24152327485353295,-0.17682988222162355,-0.07286745462791674,-0.033975666783946035
6,Three-step-ipw,-0.7103436310568443,-0.30298081497481627,-0.29027228775654706,-0.07860716502310662,-0.03397566678394616
6,Robins',0.05019940858451045,-0.06133553845355182,-0.1403470476694129,-0.0730197623136634,-0.03397566678408605
7,Three-step-g,-0.9691105582138471,-0.4763122761403799,0.04672518148886812,0.21506630643679903,0.08285570458447096
7,Three-step-ipw,-1.5317857204568543,-0.6805157852046733,-0.10771049983376658,0.26789710118697163,0.08285570458447054
7,Robins',0.050566934140736444,0.11103998960300553,0.21124905820644174,0.23131082647082493,0.08285570458435851
8,Three-step-g,0.44214264029130923,0.5945963223060844,0.31787021752678596,0.028621078694830708,0.04117074838830895
8,Three-step-ipw,0.6232568455352053,0.5770643601925942,0.275226506749944,0.048173477071729046,0.04117074838830856
8,Robins',0.0011400929144945388,0.06461511880954593,0.03333273989183321,-0.010669830264514176,0.041170748388308996
9,Three-step-g,-0.24254523769367842,-0.14181227584268022,-0.32930872492318447,-0.14707037964284006,-0.060280767064004544
9,Three-step-ipw,-0.06713562721138439,0.006161831935149279,-0.20968994183050327,-0.12853931163157944,-0.06028076706400233
9,Robins',-0.2018091955591024,-0.15229744754761085,-0.16023718085033478,-0.09532069292033965,-0.0602807670640064
10,Three-step-g,0.011618740910965876,-0.33438746935745817,-0.288513481854008,-0.1977632016957438,-0.10448333395172826
10,Three-step-ipw,0.02158164729209987,-0.31335786760819967,-0.25228405786089253,-0.13384556982744836,-0.10448333395173093
10,Robins',-0.03826172318894881,-0.03534430411905101,-0.06511681467253734,-0.15237164376330808,-0.1044833339517448
11,Three-step-g,0.1044767389237756,-0.1961834148380105,-0.13439180100083678,-0.04580057308014694,0.032728185473027936
11,Three-step-ipw,-0.16574723316377055,-0.37787529791412633,-0.24032638075336837,-0.10588480765290849,0.0327281854730334
11,Robins',-0.03524224491878355,-0.06629631919931844,-0.08558404058042823,-0.04678262138246077,0.03272818547302723
12,Three-step-g,-1.395960320426833,-0.4152868203344909,-0.010462492360580701,0.11273352341090712,0.1278762601741082
12,Three-step-ipw,-0.8027664700735169,-0.34372942097621856,0.007488257090080088,0.16462771387789324,0.12787626017429868
12,Robins',0.058877009778172534,0.06100001745270194,0.12620662992462078,0.12821504124739586,0.12787626017407563
13,Three-step-g,-0.07647899620067251,-0.2600962167470255,-0.3454237408717118,-0.16489183711485988,-0.0338449276790622
13,Three-step-ipw,-0.09718108053431876,-0.10857358586520817,-0.29321925228625845,-0.2111180739938474,-0.033844927679068125
13,Robins',-0.25443229595096434,-0.2405027597044562,-0.20124016688886925,-0.1190551986798146,-0.033844927679068965
14,Three-step-g,-0.39128958589686874,-0.4279974488261629,-0.16116960833129995,-0.01813583340970737,-0.04315047448164395
14,Three-step-ipw,0.39864055005340765,-0.22906535310174325,-0.19583203377149544,-0.06441722484352021,-0.04315047448164521
14,Robins',0.15008474522455353,0.08046156842042292,0.046380803878342806,-0.0002790390853188611,-0.043150474481645315
15,Three-step-g,-0.6569866533120009,-0.1682025400168082,0.1774322207562352,0.09230007611798212,0.020384420253967753
15,Three-step-ipw,-1.310459770709943,-0.2713342895657877,0.1508498632910018,0.07777950226458186,0.020384420253967556
15,Robins',0.14267517412159952,0.17107730055869022,0.1598361196274131,0.054712237183383215,0.020384420253968687
16,Three-step-g,0.9984540152435125,0.4339439207733929,0.13676925143415922,0.1268179103780587,0.12984340756234716
16,Three-step-ipw,0.7529385820937153,0.263033565108664,0.007185108422855496,0.11423415906770104,0.12984340756234483
16,Robins',0.1307641822627753,0.22742451100209984,0.23068863540255502,0.17710716940852453,0.12984340756234544
17,Three-step-g,0.2670257911446546,-0.004694850897286413,0.04061428084345594,0.009452710140387462,0.0009253109921917849
17,Three-step-ipw,-0.008012557765605326,-0.11192198200807779,-0.07026573170682046,-0.029910123544463492,0.0009253109921919103
17,Robins',0.008505945953288104,-0.0002000165278536978,0.05509134883610877,0.004403245622939281,0.0009253109921919285
18,Three-step-g,-0.8155838614988017,-0.2208137627990766,-0.2068612235627853,-0.2016178366471481,-0.06521855524062664
18,Three-step-ipw,-0.5787966218871691,-0.14140254704126798,-0.13075387300752556,-0.14605624411718277,-0.06521855524058873
18,Robins',-0.20776783226541173,-0.11646136182357227,-0.14671850947290427,-0.1843204986819689,-0.06521855524061261
19,Three-step-g,-0.05484502274930721,-0.02156425752802503,-0.163945129600552,-0.2060006861587798,-0.06008253912459364
19,Three-step-ipw,-0.332739410190651,-0.22606236903867533,-0.23092477659234242,-0.22668779875902964,-0.06008253912457663
19,Robins',-0.30552593029284325,-0.32931588539741025,-0.3356668557340797,-0.2437981393509191,-0.06008253912460504
20,Three-step-g,0.6913581938442032,0.38761748083393727,0.09779220930578168,0.030381394762695982,0.08214765317455439
20,Three-step-ipw,0.5791039277283588,0.3814308566019386,0.11689390408966867,0.03835735287852088,0.08214765317456543
20,Robins',-0.02375688996430461,0.10613073944000125,0.06100689455056707,0.05810687007905996,0.08214765317456395
21,Three-step-g,-0.16146092395331885,0.0517410650779434,0.06515655436696954,0.0330602535923475,-0.03630623850485982
21,Three-step-ipw,-0.07275305305682186,0.10756220660270674,0.20315129916011287,0.08143039973382515,-0.03630623850485981
21,Robins',0.08376256798857627,0.04908117383495263,0.037601760780871935,0.030219397720754226,-0.036306238504859416
22,Three-step-g,-1.16968271505713,-0.17647671130545645,-0.11024074429044828,0.06160637933152884,0.04523491758826653
22,Three-step-ipw,-0.9746468210109285,-0.1728163141951602,-0.16005203470367294,0.0544690003833589,0.045234917588268295
22,Robins',0.2507468839112515,0.1472843374962232,0.11172254901495131,0.1280339223666637,0.045234917588264305
23,Three-step-g,-1.5289218342465694,-0.8816886355253282,-0.3774871350463794,-0.005785452220708773,0.060891354835068544
23,Three-step-ipw,-1.3524641120169103,-0.7792097890795472,-0.29662732676187853,-0.006197285511541873,0.060891354835066976
23,Robins',0.14753097705829296,0.11105424903470093,0.042710507140321104,0.03844115901352112,0.06089135483506843
24,Three-step-g,0.6413538980713047,-0.17109976458237583,0.04370619786895026,0.16698262618971835,0.12039837500886905
24,Three-step-ipw,1.091091710016243,-0.24320371331083104,-0.04521244288603597,0.13532308066456714,0.12039837500888123
24,Robins',0.2537532489274458,0.26656686352557835,0.2575984619802119,0.1916490412268463,0.12039837500888796
25,Three-step-g,0.842101715751933,0.20798496861059934,0.051872477642058656,0.04733046496645034,0.05009261003927049
25,Three-step-ipw,0.7338852115331036,0.09713910302629461,0.09472556950091839,0.058403818587140145,0.050092610039269334
25,Robins',0.030465074731203516,-0.01676231743267494,-0.03637537879107795,0.016552244393700434,0.05009261003923291
26,Three-step-g,0.25383685808514267,-0.023658463527803195,-0.09169045125523188,0.010300646029954655,0.006275766114863474
26,Three-step-ipw,1.07937353606426,0.1696747720962577,-0.0463737429936031,-0.02411352212757879,0.006275766114863427
26,Robins',-0.013715398455207636,-0.040008685626017504,-0.15217290310433737,-0.016801598809519307,0.006275766114862043
27,Three-step-g,0.42129518524943227,0.3258288227933618,0.061825788805951444,-0.029969351777667554,0.018130206716248067
27,Three-step-ipw,0.4514358118766099,0.19851805091298183,0.03181045998560269,-0.0668742011108764,0.018130206716248178
27,Robins',0.26617508213422714,0.20254822283929938,0.14777944370375937,-0.010839880275261228,0.018130206716243834
28,Three-step-g,0.9655877167701311,0.4168886844099567,0.12535802356700054,0.010678212317619593,-0.004028570607118692
28,Three-step-ipw,0.3464409293913152,-0.01708203486648419,-0.03506954664259842,-0.014893212756858369,-0.004028570607118726
