id,est_psi05,est_psi15,est_psi25,est_psi35,est_psi45,method,p_I1,p_I2,p_I3,p_I4,ph1,ph2,ph3,ph4,seed,psi05,psi15,psi25,psi35,psi45
1,0.5053334122956901,0.30471602230325145,-0.7737134519890987,0.5366450315002419,0.037925072078752294,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
2,-0.2728777884611117,1.5117834324707164,-0.009401205347941104,-0.1323522411152346,0.2579441042587938,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
3,-0.6653361464267963,-0.4627018942486853,-0.31713005761160706,-0.8337470509237069,0.002130207693212264,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
4,0.6423211989356447,1.6585287467233958,-0.6356159337799822,0.5187595088244421,0.0643523344290235,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
5,-0.4486195754802128,-0.5972131959338536,-0.24978522396163796,-0.15502446752771262,-0.3910352648609273,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
6,-0.687566133011473,0.48877786932357087,0.23907353017904878,-0.0026213449582225407,-0.2729723940207979,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
7,-1.5166226515293586,-3.1044220132059714,0.024337725095225596,0.9039770698979225,-0.22762982400054574,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
8,-1.787674449667319,-0.8584706237376856,-0.21759151730650492,0.2618467457064916,0.3650728858728954,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
9,-3.1997223887198336,0.5688762792441799,-0.4729261424944282,-0.16844531222980683,0.1349141654913745,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
10,-0.9897388802915025,-2.1772603736092653,-0.9645510441642687,-0.4134983683320955,-0.4691762766359797,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
11,-1.1754557811137991,-0.23682855050023252,-0.5683967434359686,-0.2697187569250475,-0.08459770641262579,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
12,-0.08687673518786089,-1.4808855813837267,0.9797660174835979,0.35282538581950446,0.05173128149020861,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
13,0.4345618031504498,-0.22633798158571683,0.1833777954682578,0.5984938271548861,-0.021807796304940612,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
14,1.0162999134128976,0.06274037738000347,-0.14710412070310896,0.8677101421785917,0.3276782330810498,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
15,3.4863115263255096,1.8546597532988673,0.27527212964919284,-0.1986092770239007,-0.04877170345857171,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
16,-0.4461239052986697,-1.671323573668492,-0.3754386258403237,-0.4437792555468821,-0.4867972938244891,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
17,-0.08249025176046004,-3.3028665773815553,-0.028558101075956254,-0.42893900703592536,-0.2543671181192981,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
18,0.49127519488421667,4.137315740446972,-0.4127779067064105,-0.12960180060180612,0.15076786603695336,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
19,0.2707529630918123,-0.22739709064390454,0.4047393736802713,-0.22562580628067339,0.12509589009060565,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
20,-0.2743280755156449,0.4302553508203933,0.8047015892236231,-0.39613524200603834,-0.035057508269517805,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
21,-0.2667411198301028,-0.14291813641127823,-0.6759868566454834,-0.2042638499711404,-0.08905779435652744,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
22,0.3806542539942213,-1.325353785887643,-0.4177091200757703,0.0560520829678386,-0.0866476166895512,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
23,-0.1822798759374958,-0.7775382399071249,0.7788155516567343,0.034219284723545164,0.27804336678396074,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
24,-0.5640196886824602,-0.7786890939258664,-0.5411681774758749,-0.01783606247665163,0.26387134093212655,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
25,-1.8193143080831162,-0.45181913302998195,-1.1380541825702921,-0.11891154508644675,0.03406748565213824,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
26,2.0034175242230616,-0.7458805540479979,0.5625992928137036,0.2903857536854087,-0.019531897656682274,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
27,-0.3419245925651083,-1.6599353492246567,-0.6005227341466043,0.13717607771030887,0.14001122174062122,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
28,1.4745458072539768,-0.3044251236289628,-0.6333362447351352,-0.10193756166946218,-0.15025853695286984,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
29,-1.2138645423419225,-0.696212812511308,-0.58413557218757,0.11209207718440738,-0.028974379770424774,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
30,-1.8317837304722153,-1.8017062342944106,0.47595904593655786,0.3670415213830725,-0.32358883701497837,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
31,-0.6477374966531368,-1.3779786539116612,-1.1101736611154995,0.1111695152228095,0.15957741775857281,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
32,-1.0410859271432666,-0.7551419228435129,0.0886415961138814,0.21669129125619666,-0.07268483429873049,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
33,0.46750497075209374,-1.737996442877853,-0.2082058739566362,-0.5220572500150349,-0.21045707254200213,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
34,-1.625421381482718,1.6833016659699214,0.5401873310559858,0.10135852555308603,-0.010316453210370242,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
35,-1.807275466888942,-0.1515225132563254,0.008313702453636516,-0.6242490693790447,-0.07416286677987967,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
36,0.9142020894133001,0.21287909828966622,-0.8201344579124007,-0.32076153217160336,0.1036641875747946,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
37,1.7793699090061799,1.7871869552668262,0.4150683634468039,0.4451908390642232,0.06791585244696635,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
38,-2.4643961089523154,-0.8246030904832712,-0.3416459594255259,0.07503041098016906,-0.021771999078999647,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
39,1.1307900973989387,0.038539636858431536,-0.2835164916918382,0.06700985374211858,0.08242260033022401,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
40,1.4737356802938932,-0.13979563489389127,0.7738076388664467,-0.13540617049652176,-0.06675321058917874,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
41,-0.5570628278124965,1.4643102921180884,-0.14414568276579562,0.32471556904646803,-0.07433179378603158,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
42,0.18703316300004585,-1.0675491386719973,0.13280468872613285,0.4669394675501833,-0.11280473925825645,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
43,1.2026550511810734,-0.2876734279943734,-0.294886852500766,-0.30091851707851036,0.1816176464808438,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
44,-1.5432060089726023,2.402737058599026,-0.02350600679619371,-0.01854437789744569,0.07139187540500269,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
45,0.09358418313313241,0.7153691047406763,0.1114384407529582,0.15320264090309585,-0.3122246112740032,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
46,-0.96948089609173,-1.8633655153976583,0.006285322613795924,-0.14468206599330385,-0.353564635855365,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
47,-2.026295871506298,-0.8570107861035782,-0.2859196546076328,0.0012318211467062328,-0.0052913985167485226,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
48,-2.4737182451818827,-0.7588705763672822,-0.16889266973136535,-0.6195392477721671,0.11570338506848558,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
49,0.9277226053312521,0.28167151428667575,0.4141828660348596,0.536216197311308,0.04303660461855173,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
50,-1.8219928922297877,-1.176495335390703,0.09024572534882254,0.5158750008708742,0.11692958089798423,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
51,1.1662835011750954,-0.7192146068803256,-0.3961408737773035,-0.019526270755838078,0.0765451726500347,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
52,2.480359872383694,1.3013569367368427,0.22148269883748087,-0.2144753387410071,0.06342251733377507,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
53,-1.5567284539161481,-1.3346960201372857,0.1138764858050663,-0.2737491559495133,0.11752660124103753,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
54,-2.0651219492363175,0.6331750861638981,-1.4593783628139985,-0.269269538077742,-0.24787912154290787,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
55,1.1679783829298431,1.5280745792015769,0.957640889408558,-0.13057478429252103,-0.13665613850395159,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
56,-2.5721800124933476,-1.4311823105386305,0.2016824162662385,-0.3404973943529614,-0.06582227782104993,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
57,-2.14022342144259,0.04377970605336756,0.1078129044059626,0.4333438864753162,-0.01987430591965844,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
58,-0.15102711676997044,8.08616964358837,0.3541274497542568,0.08767941401984425,0.215636613712583,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
59,-1.3106500881301655,2.1002181953079657,0.8150377370756611,-0.11397869584637667,0.27130332103595217,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
60,0.11451247034665361,0.8365243870252481,1.429593108553166,-0.25614333819656143,-0.16232706066390318,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
61,-0.17000857787491508,0.5273582257766003,-0.06601095252614624,-0.15348542178145183,0.05470678226117092,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
62,2.211981664039352,3.174973598404028,0.4824112145390661,-0.10290156597665158,-0.12518471355591387,Three-step-g,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,3411,0.0,0.0,0.0,0.0,0.0
