id,est_psi03,est_psi13,est_psi23,method,p_I1,p_I2,ph1,ph2,seed,psi03,psi13,psi23,gamma13,gamma23
29,0.9351108601192724,0.827750125240444,1.0417190498484894,Three-step,0.2,0.2,0.5,0.5,3411,1.0,1.0,1.0,correct,correct
30,0.9026983668752777,1.1855958182347706,1.1671217957245772,Three-step,0.2,0.2,0.5,0.5,3411,1.0,1.0,1.0,correct,correct
31,1.2020828614886134,1.5538620957855955,1.312351038307276,Three-step,0.2,0.2,0.5,0.5,3411,1.0,1.0,1.0,correct,correct
32,0.9670430364739623,0.8837622886004549,0.821979662785156,Three-step,0.2,0.2,0.5,0.5,3411,1.0,1.0,1.0,correct,correct
33,1.2238663591637435,1.2479015498185706,0.92860329257697,Three-step,0.2,0.2,0.5,0.5,3411,1.0,1.0,1.0,correct,correct
34,0.9185708810876252,0.5591890664339536,0.7566687692509626,Three-step,0.2,0.2,0.5,0.5,3411,1.0,1.0,1.0,correct,correct
35,1.1356833552439627,1.514510865011283,1.4443257802294687,Three-step,0.2,0.2,0.5,0.5,3411,1.0,1.0,1.0,correct,correct
36,1.153214199357226,1.543064426717337,0.7573015007812359,Three-step,0.2,0.2,0.5,0.5,3411,1.0,1.0,1.0,correct,correct
37,0.9592763107219652,1.1848104471503598,0.7014876665887038,Three-step,0.2,0.2,0.5,0.5,3411,1.0,1.0,1.0,correct,correct
38,0.870597133009703,1.1566056765146655,0.9484194044619527,Three-step,0.2,0.2,0.5,0.5,3411,1.0,1.0,1.0,correct,correct
39,1.038865278827459,1.0553360776185174,0.9312173166964554,Three-step,0.2,0.2,0.5,0.5,3411,1.0,1.0,1.0,correct,correct
40,1.018767706795964,1.644341484585797,0.9452614541543646,Three-step,0.2,0.2,0.5,0.5,3411,1.0,1.0,1.0,correct,correct
41,1.1133362305362249,0.7521246560719834,1.0038618513295114,Three-step,0.2,0.2,0.5,0.5,3411,1.0,1.0,1.0,correct,correct
42,1.3776065609176982,1.1075337275624326,1.0078415904485887,Three-step,0.2,0.2,0.5,0.5,3411,1.0,1.0,1.0,correct,correct
43,0.9649305233668797,0.9780395044113045,1.0472747076231248,Three-step,0.2,0.2,0.5,0.5,3411,1.0,1.0,1.0,correct,correct
44,1.7326874941425965,1.165213065742599,1.1374391581277061,Three-step,0.2,0.2,0.5,0.5,3411,1.0,1.0,1.0,correct,correct
