id,est_psi03,est_psi13,est_psi23,method,p_I,ph,seed,psi03,psi13,psi23
1,-0.2846174466270394,-0.673122800712483,0.4772156029825806,Three-step,0.25,0.4,3411,0.0,0.0,0.0
2,-0.563986050158951,0.2990578059086784,-0.32388712024604915,Three-step,0.25,0.4,3411,0.0,0.0,0.0
3,-0.21828576203370725,0.4356670170137949,0.3500644101755262,Three-step,0.25,0.4,3411,0.0,0.0,0.0
4,1.0814851876024623,-0.5712555653806934,-0.18436672659058012,Three-step,0.25,0.4,3411,0.0,0.0,0.0
5,1.2903173298111215,0.7081938975769629,-0.1679246968231544,Three-step,0.25,0.4,3411,0.0,0.0,0.0
6,0.9129477090508484,1.6324467193415788,0.5977915938119188,Three-step,0.25,0.4,3411,0.0,0.0,0.0
7,0.6235834363634626,1.1130953135702888,0.15704270823342648,Three-step,0.25,0.4,3411,0.0,0.0,0.0
8,-0.1132467308761806,-0.04784872939978653,-0.12067016800994304,Three-step,0.25,0.4,3411,0.0,0.0,0.0
9,-0.664195005807176,-0.8514740337738197,-0.4843248775242203,Three-step,0.25,0.4,3411,0.0,0.0,0.0
10,-1.5149608853965137,-0.9353582251607157,-0.10651992531354956,Three-step,0.25,0.4,3411,0.0,0.0,0.0
11,-0.48257480933889935,-0.12844499906331427,0.03221944686632445,Three-step,0.25,0.4,3411,0.0,0.0,0.0
12,1.1753627636487702,-0.3261396810794086,0.5605757848375531,Three-step,0.25,0.4,3411,0.0,0.0,0.0
13,-0.05975314900899529,-0.4812752938513986,0.28485912370380684,Three-step,0.25,0.4,3411,0.0,0.0,0.0
14,-0.4148829987390345,-0.23357446350018224,-0.28826737619177617,Three-step,0.25,0.4,3411,0.0,0.0,0.0
15,1.5773643915152735,1.1685792086498732,0.5931829111092926,Three-step,0.25,0.4,3411,0.0,0.0,0.0
16,1.0978672359975836,0.8006079291789003,0.19196940017390476,Three-step,0.25,0.4,3411,0.0,0.0,0.0
17,2.5004561464787836,0.6414725697642595,0.06538373754514623,Three-step,0.25,0.4,3411,0.0,0.0,0.0
18,0.40871357789497265,0.2375115236781983,0.8854629087892482,Three-step,0.25,0.4,3411,0.0,0.0,0.0
19,-0.5902254029159741,0.11799965873291914,0.13995777185795494,Three-step,0.25,0.4,3411,0.0,0.0,0.0
20,0.5006875575803067,0.7757695010798432,-0.5035546187483901,Three-step,0.25,0.4,3411,0.0,0.0,0.0
21,1.3532397690404598,1.1841767161593992,0.526364881913734,Three-step,0.25,0.4,3411,0.0,0.0,0.0
22,-0.3408544603719783,-0.13148077758606125,-0.12406971533166943,Three-step,0.25,0.4,3411,0.0,0.0,0.0
23,-0.5325703766246522,0.2812497605215346,-0.7644559729596165,Three-step,0.25,0.4,3411,0.0,0.0,0.0
24,-0.6565427480623416,0.8376265696108155,-0.12535674880732606,Three-step,0.25,0.4,3411,0.0,0.0,0.0
25,0.23376766088993994,0.05138617898120531,-0.6027883118314535,Three-step,0.25,0.4,3411,0.0,0.0,0.0
26,1.9294318295762314,0.07173405997105116,-0.018866583452171525,Three-step,0.25,0.4,3411,0.0,0.0,0.0
27,-0.15439811394271916,-0.2332168111423934,0.1592292613575824,Three-step,0.25,0.4,3411,0.0,0.0,0.0
28,1.4437208161811395,0.02349461404543887,0.07106141372496581,Three-step,0.25,0.4,3411,0.0,0.0,0.0
29,0.4697831247276476,0.39949280215104793,-0.21022299551731885,Three-step,0.25,0.4,3411,0.0,0.0,0.0
30,0.33625899001141657,0.3286952112541753,0.34102322597060564,Three-step,0.25,0.4,3411,0.0,0.0,0.0
31,0.09134410015778029,0.6097525865084865,0.05363800801557983,Three-step,0.25,0.4,3411,0.0,0.0,0.0
32,1.049631440750234,1.3520471938627812,0.3813721218053149,Three-step,0.25,0.4,3411,0.0,0.0,0.0
33,-0.05388589009700703,0.26484968911702744,-0.6978936288631218,Three-step,0.25,0.4,3411,0.0,0.0,0.0
34,0.12120053863261612,-0.1845790348110408,0.18703310144676005,Three-step,0.25,0.4,3411,0.0,0.0,0.0
35,2.1481796675483746,0.36087778979540897,-0.044648347459276726,Three-step,0.25,0.4,3411,0.0,0.0,0.0
36,-0.2524177898792235,-0.9774830541922772,-0.8780293564113543,Three-step,0.25,0.4,3411,0.0,0.0,0.0
37,0.9002181840459405,1.7176615151120933,0.294168371021962,Three-step,0.25,0.4,3411,0.0,0.0,0.0
38,-0.2959698229900371,-0.6328993986399483,0.1853266950514918,Three-step,0.25,0.4,3411,0.0,0.0,0.0
39,0.3702363465561831,0.5322759872222086,0.2915686639344272,Three-step,0.25,0.4,3411,0.0,0.0,0.0
40,2.05468780469417,0.9387256932015964,-0.35422532996890604,Three-step,0.25,0.4,3411,0.0,0.0,0.0
41,1.1760684324815371,0.9461002031035006,0.6418174413445322,Three-step,0.25,0.4,3411,0.0,0.0,0.0
42,-0.00839181936649,-0.6777759944961921,-0.5201480391162989,Three-step,0.25,0.4,3411,0.0,0.0,0.0
43,0.4080207301267355,-0.09908867380513116,0.3541275577606529,Three-step,0.25,0.4,3411,0.0,0.0,0.0
44,0.3634486991518471,-0.6049742457712473,-0.19275392920749057,Three-step,0.25,0.4,3411,0.0,0.0,0.0
45,-0.8324756416853971,-1.136260933448583,-0.4507039760087592,Three-step,0.25,0.4,3411,0.0,0.0,0.0
46,-0.12360168054137971,-0.9052925655231263,-0.335708851668168,Three-step,0.25,0.4,3411,0.0,0.0,0.0
47,0.36780091977511836,0.527655551179949,0.2009715490343174,Three-step,0.25,0.4,3411,0.0,0.0,0.0
48,-1.2222390149348292,-0.3669885079479066,-0.4179064425153271,Three-step,0.25,0.4,3411,0.0,0.0,0.0
49,-0.8040334025263962,-0.33049057484870115,0.6519106351049506,Three-step,0.25,0.4,3411,0.0,0.0,0.0
50,-0.4174238278475683,0.17447790175242284,0.0040284030748299875,Three-step,0.25,0.4,3411,0.0,0.0,0.0
51,-1.3092666944767093,-1.292654032476868,-0.7980150156131801,Three-step,0.25,0.4,3411,0.0,0.0,0.0
52,-1.063718848975513,-0.13745399876033568,0.27303829253534817,Three-step,0.25,0.4,3411,0.0,0.0,0.0
53,-0.3376496102695959,-0.2746475505583603,0.5421450501420081,Three-step,0.25,0.4,3411,0.0,0.0,0.0
54,-1.0982533229486333,1.3093811154167936,-0.17666652528550061,Three-step,0.25,0.4,3411,0.0,0.0,0.0
55,-0.41825253955184216,-0.7596159959935851,0.15883736599223627,Three-step,0.25,0.4,3411,0.0,0.0,0.0
